id,Predicted_Label
100,1
153,2
32,0
239,4
11,0
213,3
7,0
101,1
74,1
144,2
264,4
83,1
244,4
220,3
8,0
216,3
238,4
141,2
270,4
198,3
99,1
188,3
215,3
223,4
36,0
69,1
87,1
129,2
75,1
151,2
123,2
54,1
16,0
200,3
139,2
68,1
30,0
268,4
49,0
145,2
111,1
258,4
120,2
124,2
248,4
4,0
12,0
73,1
192,3
121,2
133,2
180,3
205,3
85,1
232,4
